Nama,Harga,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Sertifikat,Daya Listrik,Kamar Tidur Pembantu,Kamar Mandi Pembantu,Garasi,Jumlah Lantai,Kondisi Properti
For Sale Rumah Baru 3 Lantai Dalam Cluster Di Condet,Rp 975 Juta,4,3,40 m²,90 m²,1,SHM,2200 Watt,1,1,2,2,Baru
Private Pool Rumah Mewah Non Cluster Dekat Ke Tol Andara,"Rp 2,6 Miliar",3,3,107 m²,180 m²,2,SHM,3300 Watt,1,1,2,2,Bagus
Siap Huni Rumah Baru 3 Lantai Rooftop Di Jagakarsa ,"Rp 2,55 Miliar",4,3,100 m²,220 m²,2,SHM,2200 Watt,1,1,3,2,Sudah Renovasi
For Sale Rumah Mewah Full Furnish + Private Poll Jagakarsa,"Rp 4,5 Miliar",5,4,310 m²,230 m²,2,SHM,3500 Watt,1,1,1,2,Bagus
Rumah Baru 2 Lantai Siap Huni Non Cluster Jagakarsa,"Rp 1,6 Miliar",2,3,95 m²,140 m²,2,SHM,2200 Watt,1,1,1,2,Bagus
Swimming Pool Dalam Cluster Di Kebagusan Jakarta Selatan,"Rp 2,1 Miliar",4,4,75 m²,130 m²,2,SHM,2200 Watt,1,2,2,2,Bagus
Rumah 2.5 Lantai Hanya 7 Menit Ke Tol Tb Simatupang,"Rp 2,6 Miliar",3,4,72 m²,150 m²,1,SHM,2200 Watt,1,1,2,2,Bagus
Siap Huni Rumah Baru 3 Lantai Rooftop Dlm Cluster Di Jagakarsa,"Rp 2,85 Miliar",3,1,95 m²,220 m²,2,SHM,2200 Watt,1,2,2,1,Bagus
Rumah Mewah 3 Lantai 10 Menit Ke Tol Tb Simatupang,"Rp 2,45 Miliar",3,4,105 m²,180 m²,2,SHM,2200 Watt,1,1,1,2,Sudah Renovasi
Rumah Minimalis 3 Lantai 8 Menit Ke Tol Tb Simatupang,"Rp 2,27 Miliar",3,3,75 m²,180 m²,1,SHM,2200 Watt,2,1,1,2,Bagus
Dijual Rumah Baru 1 Lantai Dlm Cluster Jagakarsa Jakarta Selatan,"Rp 1,35 Miliar",3,2,107 m²,70 m²,2,SHM,2200 Watt,3,1,2,3,Bagus
Rumah Mewah Siap Huni Private Pool Cuma 10 Menit Ke Tol Andara,"Rp 4,5 Miliar",5,3,115 m²,350 m²,3,SHM,3500 Watt,1,1,2,1,Bagus
Siap Huni Rumah Baru Di Jagakarsa Dalam Cluster,"Rp 1,1 Miliar",5,2,45 m²,80 m²,2,SHM,2200 Watt,1,1,2,2,Bagus
Rumah Baru Classic Modern Siap Huni Bebas Banjir Jagakarsa,"Rp 1,35 Miliar",4,3,60 m²,100 m²,6,SHM,2200 Watt,1,1,2,2,Bagus
Siap Huni Rumah Baru Di Jagakarsa Dalam Cluster,"Rp 1,1 Miliar",3,5,45 m²,80 m²,2,SHM,2200 Watt,1,1,1,2,Bagus
Rumah Baru Classic Modern Siap Huni Bebas Banjir Jagakarsa,"Rp 1,35 Miliar",7,4,60 m²,100 m²,3,SHM,2200 Watt,1,1,2,2,Bagus
Rumah 2 Lantai Siap Huni Dekat Pintu Tol Nagrak,"Rp 2,1 Miliar",5,2,200 m²,250 m²,3,SHM,2200 Watt,1,1,4,3,Bagus
Rumah 2 Lantai Lokasi Strategis Akses Pintu Tol Kota Wisata,"Rp 2,5 Miliar",3,3,200 m²,150 m²,2,SHM,2200 Watt,1,1,4,3,Bagus
Rumah 2 Lantai Minimalis Akses Pintu Tol Kota Wisata,Rp 3 Miliar,4,7,160 m²,166 m²,2,SHM,2200 Watt,1,1,2,3,Baru
Dijual Cepat Rumah Siap Huni Di Kawasan Strategis Dengan Lingkungan Yang Nyaman,"Rp 1,85 Miliar",6,3,120 m²,170 m²,2,SHM,2200 Watt,1,1,3,2,Baru
Rumah 2 Lantai Strategis Akses Pintu Tol Jatikarya,"Rp 2,8 Miliar",4,3,198 m²,348 m²,2,SHM,3300 Watt,1,1,4,4,Bagus
"Rumah Bagus 2 Lantai Cilandak, Jakarta Selatan",Rp 24 Miliar,3,4,1500 m²,600 m²,1,SHM,16500 Watt,1,2,2,2,Baru
Dijual Rumah Siap Huni Sudah Renovasi Cluster Kota Wisata Cibubur,"Rp 2,8 Miliar",3,3,200 m²,250 m²,2,SHM,4400 Watt,2,1,2,2,Baru
Dijual Murah Rumah Di Pademangan,"Rp 1,9 Miliar",4,4,112 m²,108 m²,3,HGB,3500 Watt,2,2,1,2,Baru
"Rumah Siap Huni di Pademangan, Jakarta Utara","Rp 1,4 Miliar",3,2,70 m²,110 m²,2,SHM,2200 Watt,1,1,3,2,Bagus
TURUN HARGA BANGET!! Rumah Hoek di Eramas 2000 - Jakarta Timur,"Rp 4,9 Miliar",4,3,400 m²,160 m²,6,SHM,Lainnya,2,1,2,2,Sudah Renovasi
Rumah Terawat Ada Rooftop Siap Huni Di Jl Wijaya Dekat Melawai,Rp 29 Miliar,3,3,300 m²,400 m²,2,SHM,13900 Watt,1,2,4,2,Bagus
"Hunian Mewah 2 Lantai, Pool Strategis Siap Huni Lebak Bulus","Rp 5,8 Miliar",4,2,250 m²,200 m²,3,SHM,2200 Watt,1,2,2,2,Bagus
Kemewahan Rumah 3 Lantai Dengan Kolam Renang Pribadi di Kemang,"Rp 8,1 Miliar",5,2,201 m²,335 m²,3,SHM,4400 Watt,1,1,2,2,Bagus
"Rumah & Halaman Luas Cocok Untuk Tinggal & Kost,kebagusan Jaksel","Rp 3,5 Miliar",2,3,392 m²,230 m²,2,SHM,5500 Watt,2,2,1,2,Bagus
"Dijual Rumah 2lantai Semi Furnished, Pulo Gebang,jaktim","Rp 3,1 Miliar",4,4,224 m²,260 m²,2,SHM,4400 Watt,1,1,3,1,Bagus
"Rumah Mewah 2LT Furnished di Kebagusan, Jakarta Selatan (b4)","Rp 5,05 Miliar",3,4,167 m²,230 m²,6,SHM,4400 Watt,1,1,2,2,Sudah Renovasi
Dijual Rumah Strategis Harga Menarik Di Bintaro Sektor 5 LT 90 M,"Rp 1,7 Miliar",3,1,90 m²,120 m²,1,SHM,2200 Watt,1,1,2,2,Bagus
Rumah 2 Lantai di Citra Garden 1 ext Kalideres Jakbar,"Rp 1,9 Miliar",3,4,90 m²,120 m²,2,SHM,4400 Watt,1,1,2,3,Bagus
Siap Huni Rumah Baru 3 Lantai Rooftop Dlm Cluster Di Jagakarsa,"Rp 2,85 Miliar",5,3,95 m²,220 m²,2,SHM,2200 Watt,2,3,2,2,Bagus
Rumah Mewah 3 Lantai 10 Menit Ke Tol Tb Simatupang,"Rp 2,45 Miliar",5,2,105 m²,180 m²,2,SHM,2200 Watt,1,4,1,2,Bagus
Rumah Minimalis 3 Lantai 8 Menit Ke Tol Tb Simatupang,"Rp 2,27 Miliar",4,3,75 m²,180 m²,2,SHM,2200 Watt,1,1,4,2,Bagus
Dijual Rumah Baru 1 Lantai Dlm Cluster Jagakarsa Jakarta Selatan,"Rp 1,35 Miliar",3,5,107 m²,70 m²,1,SHM,2200 Watt,1,1,2,2,Sudah Renovasi
Rumah Mewah Siap Huni Private Pool Cuma 10 Menit Ke Tol Andara,"Rp 4,5 Miliar",7,4,115 m²,350 m²,1,SHM,3500 Watt,1,1,3,2,Bagus
Siap Huni Rumah Baru Di Jagakarsa Dalam Cluster,"Rp 1,1 Miliar",5,2,45 m²,80 m²,6,SHM,2200 Watt,4,1,2,2,Bagus
Rumah Baru Classic Modern Siap Huni Bebas Banjir Jagakarsa,"Rp 1,35 Miliar",3,3,60 m²,100 m²,2,SHM,2200 Watt,2,1,2,2,Bagus
Rumah 2 Lantai Siap Huni Dekat Pintu Tol Nagrak,"Rp 2,1 Miliar",4,7,200 m²,250 m²,2,SHM,2200 Watt,1,1,2,2,Bagus
Rumah 2 Lantai Lokasi Strategis Akses Pintu Tol Kota Wisata,"Rp 2,5 Miliar",6,3,200 m²,150 m²,1,SHM,2200 Watt,1,1,1,1,Bagus
Rumah 2 Lantai Minimalis Akses Pintu Tol Kota Wisata,Rp 3 Miliar,4,3,160 m²,166 m²,10,SHM,2200 Watt,2,1,1,2,Sudah Renovasi
Dijual Cepat Rumah Siap Huni Di Kawasan Strategis Dengan Lingkungan Yang Nyaman,"Rp 1,85 Miliar",3,4,120 m²,170 m²,2,SHM,2200 Watt,1,1,2,2,Bagus
Rumah 2 Lantai Strategis Akses Pintu Tol Jatikarya,"Rp 2,8 Miliar",3,3,198 m²,348 m²,6,SHM,3300 Watt,1,1,2,3,Bagus
"Rumah Bagus 2 Lantai Cilandak, Jakarta Selatan",Rp 24 Miliar,5,4,1500 m²,600 m²,1,SHM,16500 Watt,3,1,1,1,Bagus
Dijual Rumah Siap Huni Sudah Renovasi Cluster Kota Wisata Cibubur,"Rp 2,8 Miliar",5,2,200 m²,250 m²,2,SHM,4400 Watt,1,2,2,2,Bagus
Dijual Murah Rumah Di Pademangan,"Rp 1,9 Miliar",4,3,112 m²,108 m²,2,HGB,3500 Watt,1,1,1,2,Bagus
"Rumah Siap Huni di Pademangan, Jakarta Utara","Rp 1,4 Miliar",3,5,70 m²,110 m²,2,SHM,2200 Watt,1,1,2,2,Bagus
TURUN HARGA BANGET!! Rumah Hoek di Eramas 2000 - Jakarta Timur,"Rp 4,9 Miliar",7,4,400 m²,160 m²,4,SHM,Lainnya,2,1,1,2,Bagus
Rumah Terawat Ada Rooftop Siap Huni Di Jl Wijaya Dekat Melawai,Rp 29 Miliar,5,2,300 m²,400 m²,2,SHM,13900 Watt,2,1,2,2,Bagus
"Hunian Mewah 2 Lantai, Pool Strategis Siap Huni Lebak Bulus","Rp 5,8 Miliar",3,3,250 m²,200 m²,4,SHM,2200 Watt,3,1,1,2,Bagus
Kemewahan Rumah 3 Lantai Dengan Kolam Renang Pribadi di Kemang,"Rp 8,1 Miliar",4,7,201 m²,335 m²,4,SHM,4400 Watt,2,1,1,3,Butuh Renovasi
Rumah Baru Classic Modern Siap Huni Bebas Banjir Jagakarsa,"Rp 1,35 Miliar",6,3,60 m²,100 m²,2,SHM,2200 Watt,1,1,1,5,Bagus
Rumah 2 Lantai Siap Huni Dekat Pintu Tol Nagrak,"Rp 2,1 Miliar",4,3,200 m²,250 m²,10,SHM,2200 Watt,2,1,2,3,Bagus
Rumah 2 Lantai Lokasi Strategis Akses Pintu Tol Kota Wisata,"Rp 2,5 Miliar",3,4,200 m²,150 m²,5,SHM,2200 Watt,1,2,1,3,Bagus
Rumah 2 Lantai Minimalis Akses Pintu Tol Kota Wisata,Rp 3 Miliar,3,3,160 m²,166 m²,1,SHM,2200 Watt,1,1,1,2,Bagus
Dijual Cepat Rumah Siap Huni Di Kawasan Strategis Dengan Lingkungan Yang Nyaman,"Rp 1,85 Miliar",3,4,120 m²,170 m²,1,SHM,2200 Watt,1,1,1,2,Bagus
Rumah 2 Lantai Strategis Akses Pintu Tol Jatikarya,"Rp 2,8 Miliar",4,2,198 m²,348 m²,6,SHM,3300 Watt,1,1,1,2,Baru
"Rumah Bagus 2 Lantai Cilandak, Jakarta Selatan",Rp 24 Miliar,5,3,1500 m²,600 m²,1,SHM,16500 Watt,2,1,2,1,Butuh Renovasi
Dijual Rumah Siap Huni Sudah Renovasi Cluster Kota Wisata Cibubur,"Rp 2,8 Miliar",3,2,200 m²,250 m²,2,SHM,4400 Watt,3,1,1,2,Baru
Dijual Murah Rumah Di Pademangan,"Rp 1,9 Miliar",4,2,112 m²,108 m²,2,HGB,3500 Watt,2,1,1,2,Bagus
"Rumah Siap Huni di Pademangan, Jakarta Utara","Rp 1,4 Miliar",4,6,70 m²,110 m²,2,SHM,2200 Watt,1,1,2,2,Bagus
TURUN HARGA BANGET!! Rumah Hoek di Eramas 2000 - Jakarta Timur,"Rp 4,9 Miliar",21,2,400 m²,160 m²,2,SHM,Lainnya,2,1,2,2,Bagus
Rumah Terawat Ada Rooftop Siap Huni Di Jl Wijaya Dekat Melawai,Rp 29 Miliar,4,3,300 m²,400 m²,1,SHM,13900 Watt,1,1,4,2,Bagus
"Hunian Mewah 2 Lantai, Pool Strategis Siap Huni Lebak Bulus","Rp 5,8 Miliar",5,3,250 m²,200 m²,2,SHM,2200 Watt,1,1,1,3,Bagus
Kemewahan Rumah 3 Lantai Dengan Kolam Renang Pribadi di Kemang,"Rp 8,1 Miliar",5,21,201 m²,335 m²,1,SHM,4400 Watt,1,1,2,2,Bagus
"Rumah & Halaman Luas Cocok Untuk Tinggal & Kost,kebagusan Jaksel","Rp 3,5 Miliar",3,3,392 m²,230 m²,3,SHM,5500 Watt,1,1,2,3,Baru
"Dijual Rumah 2lantai Semi Furnished, Pulo Gebang,jaktim","Rp 3,1 Miliar",3,4,224 m²,260 m²,1,SHM,4400 Watt,2,1,1,2,Bagus
Dijual Rumah Strategis Harga Menarik Di Bintaro Sektor 5 LT 90 M,"Rp 1,7 Miliar",4,4,90 m²,120 m²,2,SHM,2200 Watt,1,1,2,2,Bagus
Rumah 2 Lantai di Citra Garden 1 ext Kalideres Jakbar,"Rp 1,9 Miliar",3,3,90 m²,120 m²,2,SHM,4400 Watt,1,1,3,3,Baru
"Rumah Modern 2lt Mewah, Pool, Siap Huni, Strategis Kemang Jaksel",Rp 28 Miliar,3,2,515 m²,510 m²,1,SHM,16500 Watt,1,1,1,2,Bagus
Rumah Siap Huni  Murah Lokasi  Tanah Kusir Dekat Sma 47,"Rp 2,9 Miliar",4,4,168 m²,200 m²,1,SHM,Lainnya,1,1,2,3,Bagus
Dijual Rumah Strategis Dengan Furnish Di Pesanggrahan Bintaro,"Rp 2,9 Miliar",4,3,135 m²,110 m²,2,SHM,3300 Watt,1,1,2,2,Bagus
Rumah Tanah Luas Di Jual Di Bawah Njop Pondok Kelapa ,Rp 3 Miliar,5,3,372 m²,450 m²,1,SHM,2200 Watt,3,1,3,2,Butuh Renovasi
Dijual Rumah Dg Rooftop Di Cluster Gandaria Selatan,"Rp 5,3 Miliar",5,2,170 m²,280 m²,2,SHM,5500 Watt,1,1,1,2,Bagus
Dijual Kost Fully Furnished 21 Kamar Di Grogol Dekat Kampus ,"Rp 6,3 Miliar",5,3,81 m²,330 m²,2,SHM,5500 Watt,1,1,1,1,Butuh Renovasi
Dijual Rumah Dg Rooftop Di Cluster Gandaria Selatan,"Rp 5,3 Miliar",3,4,170 m²,280 m²,1,SHM,5500 Watt,1,1,1,2,Bagus
Town House Premium Terbaru Dekat Hutan Kota Yang Asri Di Cilandak,"Rp 6,92 Miliar",3,3,196 m²,400 m²,4,SHM,4400 Watt,2,1,3,2,Bagus
Dijual Rumah Hitung Tanah Harga Njop Di Kemang Pancoran Jaksel,"Rp 14,7 Miliar",4,6,900 m²,500 m²,2,SHM,5500 Watt,1,1,1,2,Butuh Renovasi
Rumah Baru Dekat Rs Persahabatan Di Cipinang Rawamangun,"Rp 2,7 Miliar",4,4,104 m²,150 m²,1,SHM,3500 Watt,1,1,2,2,Butuh Renovasi
Best Price Rumah Cluster 2 Lantai Baru Siap Huni Di Lubang Buaya ,"Rp 1,15 Miliar",5,3,72 m²,105 m²,6,SHM,Lainnya,1,1,2,2,Baru
"Rumah Siap Huni Di Jln Praja, Arteri Pondok Indah, Dekat Gandaria City Dan PIM","Rp 6,9 Miliar",4,4,384 m²,220 m²,4,SHM,4400 Watt,1,1,1,2,Bagus
Rumah.di Permata.hijau.dekat Senayan Jakarta.selatan,Rp 30 Miliar,5,4,655 m²,433 m²,2,SHM,9500 Watt,1,1,1,2,Bagus
Dijual Rumah Green Lake City West Europe 8x15 SHM Semi Furnish,"Rp 3,3 Miliar",4,3,120 m²,150 m²,2,SHM,Lainnya,1,1,1,2,Bagus
Veteran Bintaro Turun Harga Modern Minimalist Townhouse ,"Rp 8,5 Miliar",5,4,286 m²,250 m²,2,SHM,Lainnya,2,1,1,2,Bagus
Rumah Siap Huni Cluster Cendana Bgm Pantai Indah Kapuk Jakarta Utara,"Rp 5,8 Miliar",2,3,144 m²,200 m²,2,SHM,4400 Watt,2,2,1,2,Bagus
"Rumah Baru Mewah Dgn Kolam Renang & Lap Basket, Jagakarsa, Jaksel","Rp 12,5 Miliar",3,3,750 m²,520 m²,2,SHM,13200 Watt,2,1,1,2,Bagus
"Rumah Baru Renov, Bagus di Kelapa Gading, Jakarta Utara","Rp 4,3 Miliar",3,4,108 m²,200 m²,2,SHM,3500 Watt,1,1,1,1,Bagus
"Runah Classic terawat di Cilandak, Jaksel",Rp 12 Miliar,5,2,600 m²,500 m²,2,SHM,6600 Watt,1,1,1,2,Bagus
"Rumah Baru, Modern Elegan di Asya, JGC, Cakung","Rp 3,5 Miliar",5,3,98 m²,220 m²,1,HGB,3500 Watt,2,1,2,2,Bagus
"Rumah siap huni, jual cepat di Puri Mansion, Jakarta Barat","Rp 3,5 Miliar",3,2,120 m²,145 m²,2,SHM,3500 Watt,1,1,1,1,Bagus
"Rumah Cantik di Senopati area, Jakarta Selatan",Rp 20 Miliar,4,4,358 m²,378 m²,1,SHM,10600 Watt,1,1,4,2,Bagus
"Rumah 2,5 lantai Full Renov di Puri Mansion, Jakarta Barat","Rp 4,8 Miliar",3,5,136 m²,250 m²,1,SHM,7700 Watt,1,1,4,2,Bagus
"Rumah Tua Hitung Tanah, Pinggir Jalan Jatinegara, Jakarta Timur",Rp 20 Miliar,4,2,689 m²,439 m²,2,HGB,Lainnya,2,1,6,2,Butuh Renovasi
"Rumah 2,5 lantai Full Renov di Puri Mansion, Jakarta Barat","Rp 4,8 Miliar",3,3,136 m²,250 m²,1,SHM,7700 Watt,2,2,2,1,Bagus
"Rumah Tua Hitung Tanah, Pinggir Jalan Jatinegara, Jakarta Timur",Rp 20 Miliar,7,3,689 m²,439 m²,1,HGB,Lainnya,2,1,6,2,Bagus
Rumah Hook Asri Sejuk Di Tm Aries Jakarta Barat,"Rp 5,8 Miliar",2,4,300 m²,300 m²,2,SHM,4400 Watt,2,1,2,2,Bagus
"Rumah Cul De Sac, 2 Lantai  di SCBD Jakarta Selatan",Rp 20 Miliar,4,3,358 m²,378 m²,1,SHM,10600 Watt,2,1,3,1,Butuh Renovasi
"Cocok Untuk Usaha, Kantor, Cafe, Resto di Benhil, Jakarta Pusat",Rp 31 Miliar,4,5,687 m²,289 m²,2,SHM,6600 Watt,2,1,2,2,Bagus
Jual Cepat Harga Nyaris Njop Rumah Di Belakang Pondok Indah Mall,Rp 11 Miliar,3,2,300 m²,400 m²,4,SHM,11000 Watt,1,1,6,1,Bagus
Rumah Baru Design Minimalis Di Kayu Putih Rawamangun Jaktim,"Rp 2,25 Miliar",3,2,80 m²,90 m²,2,SHM,2200 Watt,1,1,4,2,Bagus
Rumah Full Renov Di Cilandak Selangkah Ke Mrt Harga Murah Nego,"Rp 4,5 Miliar",5,3,180 m²,280 m²,2,SHM,Lainnya,2,1,6,2,Bagus
Rumah Bagus Strategis Di Pusat Bisnis Rawamangun Jakarta Timur,Rp 11 Miliar,6,3,291 m²,249 m²,2,SHM,7700 Watt,1,1,2,2,Renovasi Total
Rumah Bagus Siap Huni Di Kayu Putih Rawamangun Jakarta Timur,"Rp 2,2 Miliar",4,1,84 m²,140 m²,4,SHM,3500 Watt,1,2,2,1,Sudah Renovasi
Turun Harga Rumah European Classic Depan Taman di Pondok Indah,"Rp 8,8 Miliar",3,2,240 m²,348 m²,2,SHM,7700 Watt,1,1,6,2,Renovasi Minimum
Rumah 2 Lantai High Ceiling Siap Huni Di Pulomas S7646,"Rp 3,5 Miliar",3,3,132 m²,250 m²,2,SHM,2200 Watt,1,1,1,1,Bagus
Turun Harga Rumah Cantik Di Cluster Exclusive di Serenia Hills,"Rp 5,95 Miliar",3,3,180 m²,185 m²,2,SHM,5500 Watt,1,1,3,1,Bagus
Turun Harga Rumah Asri Dalam Cluster Bergengsi Serenia Hills,"Rp 3,8 Miliar",5,2,105 m²,136 m²,3,Lainnya,5500 Watt,1,1,4,2,Renovasi Total
Rumah Dalam Town House Di Cipete Harga Nego,"Rp 8,7 Miliar",3,3,330 m²,360 m²,2,SHM,Lainnya,1,1,4,2,Butuh Renovasi
Townhouse Cantik Siap Huni Dalam Cluster Nyaman Di Cirendeu,"Rp 1,7 Miliar",3,3,72 m²,90 m²,1,SHM,4400 Watt,2,1,2,3,Bagus
"Rumah 1 Lantai Siap Huni Cipete,kemang Harga Nego","Rp 5,3 Miliar",4,5,270 m²,230 m²,1,SHM,Lainnya,2,1,5,3,Bagus
Rumah Cantik Siap Huni Di Cirendeu 3 Menit Ke Lebak Bulus Raya,"Rp 2,95 Miliar",3,2,298 m²,220 m²,2,SHM,5500 Watt,1,2,2,3,Baru
Jarang Ada Rumah Keren Siap Huni Dekat Njop di Pondok Indah,"Rp 4,3 Miliar",3,1,138 m²,170 m²,2,SHM,5500 Watt,1,1,2,1,Bagus
Rumah Dijual Dalam Komplek Cilandak Fatmawati Dengan Harga Murah,"Rp 2,5 Miliar",4,4,114 m²,90 m²,1,SHM,2200 Watt,2,1,2,3,Bagus
"Rumah Bagus 2 Lantai Di Roxy, Jakarta Pusat",Rp 4 Miliar,9,3,145 m²,230 m²,2,SHM,3500 Watt,1,2,1,2,Renovasi Minimum
Rumah di Jual Cilandak Permai Sebrang Citos Harga Murah Nego,"Rp 5,6 Miliar",5,2,270 m²,400 m²,1,SHM,Lainnya,1,1,2,3,Bagus
Turun Harga Rumah Cantik Siap Huni Dekat Pondok Indah Mall,Rp 6 Miliar,1,5,120 m²,200 m²,2,SHM,5500 Watt,1,1,1,2,Bagus
Jual Cepat Rumah Hitung Tanah Dekat Pondok Indah Mall,"Rp 7,2 Miliar",4,7,220 m²,100 m²,2,SHM,3300 Watt,1,1,2,3,Bagus
Turun Harga Rumah Taman Cantik Di Cluster Serenia Hills,"Rp 6,4 Miliar",4,3,216 m²,230 m²,3,PPJB,5500 Watt,1,1,1,3,Baru
"Townhouse Dalam Cluster Di Karang Tengah Raya, Lebak Bulus","Rp 2,5 Miliar",4,1,84 m²,125 m²,6,SHM,2200 Watt,1,1,2,2,Bagus
RUMAH SIAP HUNI DI PONDOK INDAH DEKAT PIM HARGA MURAH NEGO ,"Rp 6,95 Miliar",4,4,131 m²,272 m²,5,SHM,Lainnya,1,1,1,2,Renovasi Minimum
Jarang Ada Rumah Modern Siap Huni Furnished di Pondok Indah,"Rp 11,3 Miliar",4,3,305 m²,250 m²,2,SHM,11000 Watt,1,1,2,2,Baru
Dijual Rumah Cipinang Elok,Rp 2 Miliar,6,4,114 m²,90 m²,9,SHM,Lainnya,1,1,2,5,Bagus
Rumah Brand New Dijual Dalam Komplek di Cilandak 2024 Harga Nego,Rp 4 Miliar,6,4,172 m²,250 m²,11,SHM,5500 Watt,1,1,3,3,Bagus
Jual Cepat Rumah Terawat Dalam Komplek One Gated Di Pondok Indah,Rp 16 Miliar,6,4,375 m²,400 m²,1,SHM,5500 Watt,1,1,1,3,Bagus
Rumah Murah Ukuran 6x15 2 Lantai Daan Mogot Baru,"Rp 1,75 Miliar",4,3,90 m²,120 m²,2,SHM,Lainnya,1,1,1,2,Renovasi Minimum
RUMAH HOOK DAERAH CITRA GARDEN CENGKARENG JAKARTA BARAT ,Rp 13 Miliar,5,4,320 m²,283 m²,1,SHM,7700 Watt,1,1,1,1,Butuh Renovasi
Dijual Rumah Mewah Unfurnished 2 Lantai Di Kemang Utara Raya,Rp 30 Miliar,3,5,1100 m²,900 m²,1,SHM,30500 Watt,1,1,2,2,Bagus
"Rumah hitung tanah zona komersial di cilandak ,fatmawati raya harga nego","Rp 16,5 Miliar",4,6,826 m²,350 m²,3,SHM,Lainnya,2,1,2,2,Bagus
Rumah Tua Hitung Tanah di Wijaya Kusuma 5 Menit Ke One Belpark,"Rp 3,6 Miliar",4,3,226 m²,100 m²,2,SHM,3300 Watt,1,1,2,1,Bagus
Townhouse Cantik Siap Huni Dalam Cluster Di Pangeran Antasari,"Rp 5,4 Miliar",3,6,162 m²,200 m²,3,SHM,5500 Watt,1,2,1,3,Bagus
"Rumah Siap Huni 10 Menit Ke Mrt Cipete Di Komplek Mpr, Cilandak","Rp 4,5 Miliar",5,2,160 m²,180 m²,3,SHM,4400 Watt,1,1,2,1,Bagus
"Rumah Baru Kekinian Karya Atelier Riri di Pondok Indah, Jaksel","Rp 16,9 Miliar",4,3,264 m²,603 m²,2,SHM,11000 Watt,1,1,2,2,Bagus
"Rumah PIK Cluster Florence
Lt. 160m (8x20)
Lb. -+400m
3,5 lantai 
4+1 KT & 4+1 KM 
Furnish yang nempel 
Kondisi bagus siap huni
Hadap tenggara
SHM 

*Harga: 7M Nego*

Jason Chang-pa Mypro Pik2
081808881xxx",Rp 7 Miliar,4,2,160 m²,300 m²,3,SHM,5500 Watt,1,3,1,1,Bagus
"Rumah PIK Cluster Florence
Lt. 160m (8x20)
Lb. -+400m
3,5 lantai 
4+1 KT & 4+1 KM 
Furnish yang nempel 
Kondisi bagus siap huni
Hadap tenggara
SHM 

*Harga: 7M Nego*

Jason Chang-pa Mypro Pik2
081808881xxx",Rp 7 Miliar,5,2,160 m²,300 m²,2,SHM,5500 Watt,2,1,2,3,Bagus
RUMAH 3 LANTAI SDG PROSES FINISHING  LOKASI STRATEGIS DI JEMBATAN 5-JAKARTA BARAT ,"Rp 6,8 Miliar",4,6,315 m²,780 m²,1,SHM,6600 Watt,2,1,1,2,Sudah Renovasi
Rumah Mewah Furnish 3.5 Lantai Daan Mogot Baru,"Rp 5,75 Miliar",3,4,200 m²,500 m²,1,SHM,Lainnya,1,1,4,1,Bagus
Rumah Di Lokasi Gaharu Cilandak Harga Murah Nego,Rp 16 Miliar,2,4,705 m²,600 m²,1,SHM,Lainnya,1,1,2,2,Bagus
Rumah Mewah Taman Grisenda,Rp 12 Miliar,4,4,290 m²,900 m²,2,SHM,16500 Watt,2,1,2,2,Bagus
Rumah full furnished Riviera at puri phase 2,"Rp 4,3 Miliar",4,4,120 m²,150 m²,2,SHM,4400 Watt,1,2,2,1,Bagus
Pluit Putra Jakarta Utara,Rp 9 Miliar,4,3,230 m²,600 m²,6,SHM,6600 Watt,1,1,1,2,Renovasi Minimum
"Rumah Baru 2,5lantai Teluk Gong Gang Aladin","Rp 1,5 Miliar",4,2,88 m²,120 m²,3,SHM,2200 Watt,3,2,1,3,Bagus
Rumah Green lake city ,"Rp 5,8 Miliar",10,2,180 m²,250 m²,2,SHM,4400 Watt,1,1,2,2,Butuh Renovasi
Jual Rugi Rumah Bojong Indah,"Rp 1,5 Miliar",3,3,120 m²,150 m²,3,SHM,Lainnya,1,1,2,2,Bagus
Rumah Baru Metland Puri 2 Lantai,"Rp 2,3 Miliar",6,5,90 m²,180 m²,2,SHM,3500 Watt,1,1,2,2,Bagus
Rumah 5 Lantai Bonus Roof Top Pluit Mas,"Rp 6,7 Miliar",3,6,151 m²,560 m²,1,SHM,7700 Watt,1,1,2,1,Bagus
Rumah Green Garden,"Rp 4,8 Miliar",3,10,252 m²,400 m²,1,SHM,7700 Watt,1,1,2,1,Bagus
Meruya Kembangan Jakarta Barat ,"Rp 4,3 Miliar",4,3,250 m²,280 m²,1,SHM,4400 Watt,2,1,2,2,Bagus
Rumah Lama Siap Huni Di Lokasi Bagus Lebak Bulus,"Rp 4,3 Miliar",3,5,225 m²,300 m²,2,SHM,Lainnya,1,1,2,1,Bagus
DIJUAL RUMAH BAGUS DAN MEWAH DIDAERAH MENCENG CENGKARENG JAKARTA BARAT ,"Rp 3,25 Miliar",4,2,150 m²,438 m²,2,HGB,2200 Watt,2,1,2,3,Bagus
Rumah Muara Karang Blok 9 Jalan Depan Lebar (8x20),"Rp 4,3 Miliar",9,3,160 m²,200 m²,6,SHM,4400 Watt,1,1,1,2,Bagus
